texto,sentimiento,compañía
El plan prometía mucho y @PersonalPy no cumplió nada,negativo,@PersonalPy
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
Las promociones de @ClaroPY son muy convenientes,positivo,@ClaroPY
Uso @TigoParaguay solo para cosas simples y me alcanza,neutro,@TigoParaguay
Muy buen trato por parte de los técnicos de @PersonalPy,positivo,@PersonalPy
"Algunas zonas tienen buena señal, otras no tanto con @PersonalPy",neutro,@PersonalPy
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
"Algunas zonas tienen buena señal, otras no tanto con @PersonalPy",neutro,@PersonalPy
No noto diferencia importante desde que estoy con @TigoParaguay,neutro,@TigoParaguay
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
Todo funciona muy bien desde que estoy con @PersonalPy,positivo,@PersonalPy
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
@PersonalPy me cobra de más cada mes,negativo,@PersonalPy
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
Llevo más de una semana esperando que @PersonalPy me llame,negativo,@PersonalPy
"Gracias @PersonalPy, resolvieron mi problema muy rápido",positivo,@PersonalPy
El plan prometía mucho y @TigoParaguay no cumplió nada,negativo,@TigoParaguay
"Puedo usar mi celular con @PersonalPy, pero no es nada especial",neutro,@PersonalPy
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
"@TigoParaguay podría mejorar, pero no me ha ido mal",neutro,@TigoParaguay
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
"No tuve grandes problemas con @ClaroPY, pero tampoco sorpresas",neutro,@ClaroPY
Es un servicio aceptable el de @PersonalPy,neutro,@PersonalPy
Me quedé sin servicio de @TigoParaguay justo en una videollamada,negativo,@TigoParaguay
El internet de @ClaroPY no se cae nunca,positivo,@ClaroPY
Muy buen trato por parte de los técnicos de @PersonalPy,positivo,@PersonalPy
"Todo depende del lugar, con @TigoParaguay es muy variable",neutro,@TigoParaguay
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
Pude cambiar de plan fácilmente con @ClaroPY,positivo,@ClaroPY
"Muy buena cobertura en mi zona, gracias @PersonalPy",positivo,@PersonalPy
@ClaroPY me cobra de más cada mes,negativo,@ClaroPY
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
"Pésimo servicio de @ClaroPY, sin señal todo el día",negativo,@ClaroPY
Es un servicio aceptable el de @PersonalPy,neutro,@PersonalPy
Demasiado caro para un servicio tan malo el de @TigoParaguay,negativo,@TigoParaguay
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
El precio de @PersonalPy está dentro del promedio,neutro,@PersonalPy
@PersonalPy tiene el mejor internet que he probado,positivo,@PersonalPy
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
"Estoy considerando cambiar de proveedor, @ClaroPY no cumple",negativo,@ClaroPY
No noto diferencia importante desde que estoy con @ClaroPY,neutro,@ClaroPY
"Todo perfecto con @ClaroPY, buena señal y atención",positivo,@ClaroPY
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
"Gracias @TigoParaguay, resolvieron mi problema muy rápido",positivo,@TigoParaguay
El router que me dio @TigoParaguay vive fallando,negativo,@TigoParaguay
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
"@TigoParaguay podría mejorar, pero no me ha ido mal",neutro,@TigoParaguay
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
No tengo quejas ni elogios por @PersonalPy,neutro,@PersonalPy
"Estoy considerando cambiar de proveedor, @PersonalPy no cumple",negativo,@PersonalPy
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
El precio de @PersonalPy está dentro del promedio,neutro,@PersonalPy
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
"@ClaroPY podría mejorar, pero no me ha ido mal",neutro,@ClaroPY
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
En mi zona @ClaroPY no se destaca ni falla mucho,neutro,@ClaroPY
En mi zona @TigoParaguay funciona mejor que las demás,positivo,@TigoParaguay
La señal de @TigoParaguay es inestable todo el tiempo,negativo,@TigoParaguay
El plan prometía mucho y @ClaroPY no cumplió nada,negativo,@ClaroPY
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
Nunca más vuelvo a contratar @TigoParaguay,negativo,@TigoParaguay
Todo el barrio tiene problemas con @PersonalPy,negativo,@PersonalPy
Con @TigoParaguay no he tenido novedades importantes,neutro,@TigoParaguay
"@ClaroPY podría mejorar, pero no me ha ido mal",neutro,@ClaroPY
"Algunas zonas tienen buena señal, otras no tanto con @ClaroPY",neutro,@ClaroPY
La app de @TigoParaguay no sirve para nada,negativo,@TigoParaguay
"Pésimo servicio de @PersonalPy, sin señal todo el día",negativo,@PersonalPy
Cada vez que llamo a @TigoParaguay me dejan esperando horas,negativo,@TigoParaguay
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
Desde que contraté @TigoParaguay todo es un desastre,negativo,@TigoParaguay
Gran cobertura y atención personalizada de @TigoParaguay,positivo,@TigoParaguay
Ya hice varios reclamos a @ClaroPY y nadie responde,negativo,@ClaroPY
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
Pésima experiencia con el soporte técnico de @TigoParaguay,negativo,@TigoParaguay
@TigoParaguay cumple lo justo con lo que promete,neutro,@TigoParaguay
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
Con @PersonalPy no he tenido novedades importantes,neutro,@PersonalPy
Pésima experiencia con el soporte técnico de @TigoParaguay,negativo,@TigoParaguay
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
Llevo más de una semana esperando que @ClaroPY me llame,negativo,@ClaroPY
"Gracias @TigoParaguay, resolvieron mi problema muy rápido",positivo,@TigoParaguay
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
Estoy encantado con la estabilidad de @ClaroPY,positivo,@ClaroPY
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
"@ClaroPY podría mejorar, pero no me ha ido mal",neutro,@ClaroPY
Mi experiencia con @ClaroPY es neutra hasta ahora,neutro,@ClaroPY
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
Con @PersonalPy tengo buena señal hasta en viajes largos,positivo,@PersonalPy
Con @ClaroPY tengo buena señal hasta en viajes largos,positivo,@ClaroPY
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
El plan prometía mucho y @TigoParaguay no cumplió nada,negativo,@TigoParaguay
Estoy satisfecho con la velocidad de respuesta de @ClaroPY,positivo,@ClaroPY
Cada mes tengo problemas con la facturación de @TigoParaguay,negativo,@TigoParaguay
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
El router que me dio @ClaroPY vive fallando,negativo,@ClaroPY
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
El internet de @ClaroPY no se cae nunca,positivo,@ClaroPY
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
"@PersonalPy es una estafa, nada funciona bien",negativo,@PersonalPy
Todo funciona muy bien desde que estoy con @PersonalPy,positivo,@PersonalPy
En mi zona @TigoParaguay funciona mejor que las demás,positivo,@TigoParaguay
"Excelente servicio de @ClaroPY, muy satisfecho",positivo,@ClaroPY
Estoy encantado con la estabilidad de @TigoParaguay,positivo,@TigoParaguay
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
Desde que contraté @PersonalPy todo es un desastre,negativo,@PersonalPy
Estoy encantado con la estabilidad de @PersonalPy,positivo,@PersonalPy
"Todo perfecto con @ClaroPY, buena señal y atención",positivo,@ClaroPY
"Excelente servicio de @TigoParaguay, muy satisfecho",positivo,@TigoParaguay
Con @TigoParaguay no he tenido novedades importantes,neutro,@TigoParaguay
"@ClaroPY mejora constantemente su red, lo noto cada mes",positivo,@ClaroPY
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
"Servicio estándar de @PersonalPy, cumple con lo básico",neutro,@PersonalPy
"No hay mucha diferencia con otras, @ClaroPY es común",neutro,@ClaroPY
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
No tengo quejas ni elogios por @PersonalPy,neutro,@PersonalPy
El plan prometía mucho y @ClaroPY no cumplió nada,negativo,@ClaroPY
Pude cambiar de plan fácilmente con @PersonalPy,positivo,@PersonalPy
"No tuve grandes problemas con @PersonalPy, pero tampoco sorpresas",neutro,@PersonalPy
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
"Todo depende del lugar, con @PersonalPy es muy variable",neutro,@PersonalPy
"No me puedo quejar demasiado de @ClaroPY, es aceptable",neutro,@ClaroPY
Pude cambiar de plan fácilmente con @ClaroPY,positivo,@ClaroPY
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
Estoy harto de los cortes con @TigoParaguay,negativo,@TigoParaguay
"Servicio estándar de @ClaroPY, cumple con lo básico",neutro,@ClaroPY
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
Gran cobertura y atención personalizada de @TigoParaguay,positivo,@TigoParaguay
Uso @TigoParaguay solo para cosas simples y me alcanza,neutro,@TigoParaguay
Ningún problema con @TigoParaguay en más de un año,positivo,@TigoParaguay
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
@PersonalPy tiene la mejor relación calidad-precio,positivo,@PersonalPy
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
Con @ClaroPY no he tenido novedades importantes,neutro,@ClaroPY
"Pésimo servicio de @PersonalPy, sin señal todo el día",negativo,@PersonalPy
Con @TigoParaguay tengo buena señal hasta en viajes largos,positivo,@TigoParaguay
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
Las actualizaciones de la app de @PersonalPy mejoran mucho la experiencia,positivo,@PersonalPy
Estoy encantado con la estabilidad de @PersonalPy,positivo,@PersonalPy
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
Malísima atención al cliente en @TigoParaguay,negativo,@TigoParaguay
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
Estoy encantado con la estabilidad de @ClaroPY,positivo,@ClaroPY
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
"Gracias @TigoParaguay, resolvieron mi problema muy rápido",positivo,@TigoParaguay
"No es la mejor ni la peor, @ClaroPY está bien",neutro,@ClaroPY
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
@TigoParaguay me sorprendió con su velocidad,positivo,@TigoParaguay
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @PersonalPy",positivo,@PersonalPy
"No es la mejor ni la peor, @TigoParaguay está bien",neutro,@TigoParaguay
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
"Estoy considerando cambiar de proveedor, @PersonalPy no cumple",negativo,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
"@PersonalPy funciona normal, nada fuera de lo común",neutro,@PersonalPy
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
Cada vez que llamo a @TigoParaguay me dejan esperando horas,negativo,@TigoParaguay
No noto diferencia importante desde que estoy con @ClaroPY,neutro,@ClaroPY
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
Mi conexión con @TigoParaguay siempre es rápida,positivo,@TigoParaguay
Pésima experiencia con el soporte técnico de @PersonalPy,negativo,@PersonalPy
Todo funciona muy bien desde que estoy con @TigoParaguay,positivo,@TigoParaguay
Las facturas de @TigoParaguay siempre vienen claras y sin errores,positivo,@TigoParaguay
@PersonalPy da soluciones rápidas incluso en fin de semana,positivo,@PersonalPy
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
@ClaroPY me cobra de más cada mes,negativo,@ClaroPY
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
Mi conexión con @TigoParaguay siempre es rápida,positivo,@TigoParaguay
Cobertura regular de @TigoParaguay en zonas rurales,neutro,@TigoParaguay
"Algunas zonas tienen buena señal, otras no tanto con @PersonalPy",neutro,@PersonalPy
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
"Puedo usar mi celular con @PersonalPy, pero no es nada especial",neutro,@PersonalPy
Pésima experiencia con el soporte técnico de @TigoParaguay,negativo,@TigoParaguay
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
@PersonalPy tiene el mejor internet que he probado,positivo,@PersonalPy
Nunca más vuelvo a contratar @PersonalPy,negativo,@PersonalPy
No puedo ni navegar con la lentitud de @ClaroPY,negativo,@ClaroPY
Es un servicio aceptable el de @PersonalPy,neutro,@PersonalPy
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
Pésima experiencia con el soporte técnico de @PersonalPy,negativo,@PersonalPy
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
"Excelente servicio de @ClaroPY, muy satisfecho",positivo,@ClaroPY
Llevo más de una semana esperando que @ClaroPY me llame,negativo,@ClaroPY
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
"@ClaroPY tiene sus altibajos, pero no es tan mala",neutro,@ClaroPY
"Puedo usar mi celular con @TigoParaguay, pero no es nada especial",neutro,@TigoParaguay
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
"Todo perfecto con @ClaroPY, buena señal y atención",positivo,@ClaroPY
"No es la mejor ni la peor, @PersonalPy está bien",neutro,@PersonalPy
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
@TigoParaguay me resulta útil aunque algo limitada,neutro,@TigoParaguay
